coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri May 22 17:42:46 +0000 2020,,,,1,1263888046040035330,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A viral social media post falsely claims Dr. Anthony Fauci is “pushing” remdesivir as a potential COVID-19 treatment drug, because he “invented” it with Bill Gates and they stand to profit from it. Remdesivir was invented by the pharmaceutical company Gilead Sciences.",https://twitter.com/RaymondEMosher/status/1263888046040035330,Thu May 31 00:13:39 +0000 2012,RaymondEMosher,false,Ex-military. 20 years. Retired Tsgt. Sgt.,24545,2194,4568,1,Now living in Arizona.,Raymond E. Mosher,RaymondEMosher,31265,,,false
,Fri Jun 12 17:44:36 +0000 2020,,,,0,1271498653304107008,RobHerring,1271470980980850700,19415893,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@RobHerring @OANN In January 2020, FBI Director Christopher Wray said the bureau had illegally wiretapped Donald Trump and apologized for it. – FALSE (1/12/2020)
“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.” – PANTS ON FIRE (5/12/2020)",https://twitter.com/robinkoontz/status/1271498653304107008,Sat Dec 12 07:43:30 +0000 2009,robinkoontz,false,bird watcher and very infrequent tweeter,8555,104,143,0,usa,Robin in Oregon,robinkoontz,1831,,,false
,Mon May 04 23:15:24 +0000 2020,,,,1,1257448773875372039,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I bet you didn't know Dr. Fauci sat on MicroSoft's Board of Directors
 - and that Bill Gates - was his Boss...

Now did, ya?",https://twitter.com/WilliamArnold45/status/1257448773875372039,Sat Jun 16 11:20:25 +0000 2012,WilliamArnold45,false,"28 year 🇺🇸 combat veteran
#walkedaway 
#46thefraud
#Jan2020endofamerica
#patriot
#ProLife
#Pro_2A
#notmypresident
#AllLivesMatter 
#BackTheBlue",2378,505,831,3,United States,Honeste Segor🇺🇸,WilliamArnold45,36477,,,false
,Sun May 10 12:44:45 +0000 2020,,,,0,1259464393227669504,JMSucker,1259464391361269800,2926799482,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","06/15 00:55-01:00 – Paid for by the Lincoln Project, which is responsible for the content of this advertising.

Comments:

(1) The title of the video is “MOURNING IN AMERICA”
(2) The sentence “Trump bailed out Wall Street, but not Main Street” takes up 4 seconds of the video,",https://twitter.com/JMSucker/status/1259464393227669504,Wed Dec 17 10:43:47 +0000 2014,JMSucker,false,"Interested in why things are the way they are, and how things will be and why. A learner and a teacher who has a lot to say and knows little.",51667,143,267,0,"Babenhausen, Germany",John Michael Sucker,JMSucker,50507,,,false
,Fri May 15 01:08:09 +0000 2020,MoscowMitch MoscowMitch,,,104,1261101024946905088,,,,en,,,49,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#MoscowMitch yesterday: ""Clearly the Obama administration did not leave...any kind of game plan for something like this.""

#MoscowMitch today: ""I was wrong. They did leave behind a plan. So I clearly made a mistake in that regard.""

Why'd it take 4 mnths to know there WAS a plan?",https://twitter.com/HMeemaw/status/1261101024946905088,Tue May 01 17:24:10 +0000 2018,HMeemaw,false,"~If you're not #Resister -keep on scrolling
~Wife to VietNam Vet-USMC
~COVID deaths don't bother Trump, he just doesn't like the numbers
THE NUMBERS ARE PEOPLE!",82581,31900,31750,12,PA-I OnlyFollowBack #Resisters,Meemaw to perfect 8yr old Hannah #PAResists #Fresh,HMeemaw,62109,,https://www.votespa.com/Pages/default.aspx,false
,Sun May 10 12:44:44 +0000 2020,,,,0,1259464387527684097,JMSucker,1259464385602506800,2926799482,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","03/15  26 million Americans are out of work – the worst economy in decades.
00:18-00.21 – Trump bailed out Wall Street, but not Main Street 
00:21-00:23 – background music
00:23-00:30 – This afternoon, millions of Americans will apply for unemployment.",https://twitter.com/JMSucker/status/1259464387527684097,Wed Dec 17 10:43:47 +0000 2014,JMSucker,false,"Interested in why things are the way they are, and how things will be and why. A learner and a teacher who has a lot to say and knows little.",51667,143,267,0,"Babenhausen, Germany",John Michael Sucker,JMSucker,50507,,,false
,Wed May 13 20:42:32 +0000 2020,SmartNews,,https://www.politifact.com/factchecks/2020/may/11/tweets/obama-isnt-first-ex-president-speak-ill-his-succes/,0,1260671795893583872,,,,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Barack Obama “is the first ex-president to ever speak against his successor.” #SmartNews  https://t.co/VExXHGesHT,https://twitter.com/seriouslyfit/status/1260671795893583872,Fri Nov 06 00:54:42 +0000 2009,seriouslyfit,false,"I am a progressive, passionate, creative Cosmetologist. I create my own techniques an out of the box stylist. I Love to Spin and I enjoy lifting weights.",5200,373,321,11,,S,seriouslyfit,73953,,,false
,Thu May 14 23:12:17 +0000 2020,VoteBlue2020,,https://www.factstream.co/factcheck/9d10f96d-e40a-4c56-a04b-4ef6b1bcdb6d,0,1261071867890335744,,,,en,,true,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","When will these lies have consequences? November.

#VoteBlue2020

Mitch McConnell: “Clearly, the Obama administration did not leave any kind of game plan for something like this.” Rated Pants on Fire by PolitiFact – Via FactStream https://t.co/QZFWDMMhqK",https://twitter.com/tcardizzle/status/1261071867890335744,Thu Mar 19 03:10:03 +0000 2009,tcardizzle,false,Liberal Human. Seeker of Truth. I've seen the lows and fought for the highs. The sooner we all realize we're in this together the easier the fight will be.,1570,419,1216,5,"Asheville, NC",#YangGang #UBI #FactsMatter,tcardizzle,11637,,https://soundcloud.com/propagandamachine,false
,Fri May 08 22:30:44 +0000 2020,,,,23,1258887083432738816,PhilipRucker,1258856366317482000,59331128,en,,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@PhilipRucker @Yamiche @myhlee Unfortunately, Facebook has been removing the ad. They are flagging it as false information because of the line, ""Trump bailed out Wall Street but not Main Street.""  🙄",https://twitter.com/tburages/status/1258887083432738816,Fri Jan 20 17:09:42 +0000 2017,tburages,false,Aisle Treason Cleanup Crew,119814,46648,6452,269,America,Tami Burages,tburages,54953,,,false
,Sun May 24 05:20:01 +0000 2020,,,,0,1264425903225835521,Jurassickingdom,1264328930670121000,2261427805,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@Jurassickingdom @realDonaldTrump ""Trump bailed out Wall Street, but not Main Street.""",https://twitter.com/Bleachd47381449/status/1264425903225835521,Sat May 16 22:14:25 +0000 2020,Bleachd47381449,false,I love crazy people,1633,3,37,0,,Bleachdrinker1833,Bleachd47381449,502,,,false
,Sat May 09 12:30:39 +0000 2020,,,https://twitter.com/grantstern/status/1258934925643911171,6,1259098457098379264,,,,en,,false,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If ""Trump bailed out Wall Street, but not Main Street"" is enough to get you slapped with a ""Partly False"" warning then literally everything on Facebook should have a warning https://t.co/KfE0ut12CW",https://twitter.com/KevinReuning/status/1259098457098379264,Wed Jun 16 21:07:26 +0000 2010,KevinReuning,false,Assistant Professor of Political Science @miamiuniversity. Teach and research on protests and parties. RTs==RTs.,67530,2471,2194,62,"Ohio, USA",Kevin Reuning. Still hoping for the #PROAct.,KevinReuning,40966,,http://kevinreuning.com,false
,Fri May 29 04:44:31 +0000 2020,,,,0,1266228907516313600,CharlotteAlter,1266089017235452000,774510134,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CharlotteAlter But fb took down Mourning in America because it said tRump bailed out Wall Street but not Main Street. Uh, what?",https://twitter.com/janetj1364/status/1266228907516313600,Mon Jun 24 00:22:17 +0000 2013,janetj1364,false,A happily married grandmother and resister. Always a Buckeye. #Resist Vote Blue! #BidenHarris2020 #BLM,19582,386,681,0,,Janet [REDACTED],janetj1364,7150,,,false
,Mon May 18 15:32:03 +0000 2020,,https://twitter.com/ajboots1/status/1262405597586239489/photo/1,https://twitter.com/MariaTCardona/status/1262361908193251329,0,1262405597586239489,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barack Obama is the first Ex-President to ever speak against his successor, which was long tradition of decorum and decency.
Should anyone really be surprised? By the way, where was this lying crumb born puppet? Foreign student???  Hmmmm!!!! https://t.co/nMoJgD3C3h https://t.co/DeHNJLETMV",https://twitter.com/ajboots1/status/1262405597586239489,Mon Sep 30 06:29:15 +0000 2019,ajboots1,false,The more liberals I meet the more I love my dog!,13,9,19,1,Trump Country,AJ BOOTS,ajboots1,10698,,,false
,Thu May 14 11:36:00 +0000 2020,SmartNews,,https://www.politifact.com/factchecks/2020/may/12/one-america-news/mainstream-media-surge-COVID-Wisconsin-election/,1,1260896640447234048,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.” #SmartNews  https://t.co/Pr4S9ffUg5,https://twitter.com/JamieBabsLife/status/1260896640447234048,Tue Oct 07 14:32:52 +0000 2014,JamieBabsLife,false,PROUD LIFELONG DEMOCRAT #Bye45 #WomensRights  #TheResistance #HumanRights #AnimalRights #BLM #ProtectTheVote #PrisonReform #ExecutedInAmerica #ImmigrationReform,76143,8490,9336,16,United States,Just me,JamieBabsLife,117605,,,false
,Thu May 28 13:03:11 +0000 2020,,,https://www.wired.com/story/plaintext-why-facebook-censored-an-anti-trump-ad/ https://twitter.com/therecount/status/1265986432033841153,16653,1265992014631448577,,,,en,,false,6727,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Facebook banned Project Lincoln's anti-Trump ad for saying, ""Donald Trump bailed out Wall Street but not Main Street,"" because technically Main Street got *some* money.
https://t.co/JrScCzrPEZ https://t.co/OgFCyPnKVM",https://twitter.com/michelleinbklyn/status/1265992014631448577,Sat Nov 06 17:48:54 +0000 2010,michelleinbklyn,false,NYT columnist; MSNBC contributor; author.,4709,132525,4319,2039,,Michelle Goldberg,michelleinbklyn,3620,,https://www.nytimes.com/column/michelle-goldberg,true
,Thu May 28 03:06:29 +0000 2020,,,,1,1265841849803116544,Sifill_LDF,1265840171137802200,1507338108,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Sifill_LDF @donnabrazile The article is complete BS. - they stopped the Project Lincoln video :”Mourning in America” from being shared on FB because the video said trump bailed out Wall Street but not Main Street.    Truth and facts matter.,https://twitter.com/Hockey_Mom_Rvw/status/1265841849803116544,Thu Jan 20 15:48:23 +0000 2011,Hockey_Mom_Rvw,false,,4440,100,544,10,,Kathy Chapman,Hockey_Mom_Rvw,10967,,,false
,Thu May 28 15:34:02 +0000 2020,,,http://wired.com/story/plaintex,0,1266029977339756544,therecount,1265986432033841200,1087380412089987100,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@therecount Facebook banned Project Lincoln's anti-Trump ad for saying, ""Donald Trump bailed out Wall Street but not Main Street,"" because technically Main Street got *some* money.
https://t.co/XaxNxavJ5u…",https://twitter.com/maryannfromphnx/status/1266029977339756544,Tue Oct 27 05:35:40 +0000 2009,maryannfromphnx,true,Born in brooklyn  love cooking now retired,154,55,592,1,Phoenix AZ,mary ann laser,maryannfromphnx,375,,,false
,Mon May 11 21:41:11 +0000 2020,FactsMatter,,https://www.factstream.co/factcheck/55ac1955-84f7-40e2-9567-3bf93927585e,0,1259961777766436867,,,,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Tweets: Barack Obama “is the first ex-president to ever speak against his successor.” Rated False by PolitiFact – Via FactStream #FactsMatter  https://t.co/3WMspiw17e,https://twitter.com/4Aileen/status/1259961777766436867,Fri Feb 27 02:48:01 +0000 2009,4Aileen,false,"Physical Therapist, Nutritional Cleansing fitness/wt. loss/healthy aging/wealth creation coach, natural networker, horse, nature, & outdoor enthusiast.🐞",3078,325,673,11,Colorado,Aileen S. Hanson,4Aileen,3367,,http://www.cleanse4URhealth.com,false
,Mon May 04 17:16:24 +0000 2020,,,https://twitter.com/ProjectLincoln/status/1257348720988913666,4,1257358428978262021,,,,en,,false,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Trump bailed out Wall Street but not Main Street"" https://t.co/0NjTLVCuNa",https://twitter.com/sweetielc/status/1257358428978262021,Tue May 12 01:19:14 +0000 2009,sweetielc,false,"Living by the Ocean, with my pup by my side.",78710,398,606,1,Central coast CA,New Beginning 🇺🇸,sweetielc,20633,,,false
,Mon May 04 13:17:30 +0000 2020,covid19,,https://twitter.com/ProjectLincoln/status/1257264160213217285,0,1257298308969660421,,,,en,,false,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",STRONG… Trump bailed out Wall Street but not Main Street #covid19 https://t.co/sncxD8CfiS,https://twitter.com/mbove/status/1257298308969660421,Thu Apr 24 20:49:10 +0000 2008,mbove,false,"CEO, founder · WOHN · https://t.co/dQPSjWjxc2. WOHN is a Superhack. We turn waste into homes: 6t of waste plastic = 20m2 home module #3D #AffordableHomes #WorldPositive",9520,1535,1138,123,Denmark,Morten Bove,mbove,24930,,http://www.wohnhomes.com,false
,Mon May 04 22:23:26 +0000 2020,,,https://twitter.com/ProjectLincoln/status/1257348720988913666,0,1257435695427334149,,,,en,,false,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",“Trump bailed out Wall Street but not Main Street” https://t.co/twJlVlNIOO,https://twitter.com/MsEllCee/status/1257435695427334149,Wed Feb 17 01:15:23 +0000 2010,MsEllCee,false,"Horse lover, traveler, photographer, opinionated agnostic 🇺🇸🍿😻🧄🥕",324557,347,1726,0,"California, USA",Ms Ell Cee 😷💉💉,MsEllCee,68551,,,false
,Wed May 13 20:57:07 +0000 2020,,,,0,1260675463984414721,suegee936,1260638839967711200,1241775482053542000,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@suegee936 @MaoZedung @letswinin2020 @SexCounseling @realDonaldTrump May 3rd Trump lies, saying Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”",https://twitter.com/mediumasmessage/status/1260675463984414721,Tue Oct 08 23:45:36 +0000 2019,mediumasmessage,false,"European in the UK. Stealin' yer jobs n' fornicatin' with yer lady folk since the early naughties. Enunciation by @pritipatel.

#FBPE

#RejoinEU",185,818,1608,0,,Jonathan Walsh,mediumasmessage,2368,,,false
,Fri Jun 12 10:30:00 +0000 2020,FakeNews COVID19 coronavirus Vaccines,,https://zcu.io/2eg2,5,1271389280217120768,,,,en,,false,6,,,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>","An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people, citing an interview he gave. This claim is false. #FakeNews #COVID19 #coronavirus #Vaccines @BillGates 

https://t.co/Bw6wKFwHqz",https://twitter.com/boomlive_in/status/1271389280217120768,Sun Mar 16 03:52:50 +0000 2014,boomlive_in,false,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",1817,68546,1161,605,"Mumbai, India",BOOM Live,boomlive_in,31149,,https://www.boomlive.in/,true
,Wed May 13 17:19:34 +0000 2020,,https://twitter.com/KapeciaResists/status/1260620715998482435/photo/1,,3,1260620715998482435,realDonaldTrump,1260578860992737300,25073877,en,,false,1,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump Donald Trump
stated on May 3, 2020 in a Fox News virtual town hall:
Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.” https://t.co/5JPTeHiSWZ",https://twitter.com/KapeciaResists/status/1260620715998482435,Fri Sep 30 21:32:41 +0000 2011,KapeciaResists,false,"Mother, Sister, Daughter, Thinker, Empathetic, animal lover, an afghan maker 🌊💃🏽☂️🕸️🦎🐍🍒",226347,39062,37772,17,,Essence of Lursa 🐾☂️🦎🌊,KapeciaResists,184489,,,false
,Fri May 08 16:31:04 +0000 2020,,,https://bit.ly/3dqM6B1,1,1258796569991745539,GhostOfDrJohn,1258742115833532400,1236695371700560000,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@GhostOfDrJohn @TheBigZzzz @Just4mynews @TiaBarracini @TheClearCider @PolitiFact @ProjectLincoln Thanks for the reminder. I hadn't yet checked on my mentions today.

""Trump bailed out Wall Street, but not Main Street"" is false—part of the CARES Act benefited small employers. And it was supported by ~all congressional Dems, not just Trump.

https://t.co/KcEnZUG4MQ",https://twitter.com/spicygarage/status/1258796569991745539,Tue Oct 08 20:52:45 +0000 2013,spicygarage,false,"Why #Toronto needs safe, separated #bikeTO lanes, in 3 factual, sourced points: https://t.co/DEUgVKrKxs",105436,598,109,10,"Toronto, Ontario",Spicy Garage,spicygarage,45797,,,false
,Wed May 13 20:30:00 +0000 2020,reopen coronavirus covid19,,https://www.poynter.org/fact-checking/2020/reopening-in-the-covid-19-era-how-to-adapt-to-a-new-normal/,1,1260668639247646720,,,,en,,false,4,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","A Facebook post claims Georgia Gov. @BrianKempGA “mandates restaurants reopen."" But there's more to it than that. Get the facts in today's Coronavirus Facts newsletter! #reopen #coronavirus #covid19 https://t.co/bovnwteWla",https://twitter.com/mediawise/status/1260668639247646720,Thu Jul 05 20:00:02 +0000 2018,mediawise,false,"We're a nonprofit, nonpartisan project teaching millions of Americans how to sort fact from fiction online. Run by @poynter 🤳🏾🔎",1297,16139,392,258,United States,MediaWise,mediawise,3482,,https://poynter.org/mediawise,true
,Tue May 05 20:38:17 +0000 2020,,,,0,1257771620682399746,redsteeze,1257747961552859100,393469195,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@redsteeze @cjane87 @brad_polumbo I just think it's funny they're using DNC lingo like ""Trump bailed out wall street but not main street."" as a ""Conservative"" message, when they just sound like Democrats to me. Is the Lincoln Project going to rail against the 1% in their next ad?",https://twitter.com/LibertyAndTech/status/1257771620682399746,Sun Aug 16 19:04:35 +0000 2009,LibertyAndTech,false,I'm for individual liberty and personal responsibility. Libertarian. Constitutional Conservative. Capitalist. Individual. American.,241072,3235,3577,16,United States,Nick Carroll,LibertyAndTech,144049,,,false
,Tue May 05 17:00:47 +0000 2020,,,,0,1257716886713720833,realDonaldTrump,1257715551729676300,25073877,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@realDonaldTrump ""There's mourning in America. Today, more than 60,000 Americans have died from a deadly virus Donald Trump ignored. With the economy in shambles, more than 26 million Americans are out of work -- the worst economy in decades. Trump bailed out Wall Street, but not Main Street.",https://twitter.com/chucksimon11/status/1257716886713720833,Thu Jan 19 23:24:42 +0000 2017,chucksimon11,false,"Producer - Watch ""Chuck Berry: Brown Eyed Handsome Man"" on PBS Producer, Production & Distribution consultant.",2747,46,246,1,"Los Angeles, CA",Chuck Simon,chucksimon11,8396,,,false
,Wed May 13 17:18:45 +0000 2020,,https://twitter.com/KapeciaResists/status/1260620510683107329/photo/1,,2,1260620510683107329,realDonaldTrump,1260578860992737300,25073877,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump Donald Trump
stated on May 5, 2020 in an interview on ABC:
Models projecting COVID-19 deaths “are talking about without mitigation.” https://t.co/GOKu6f25oj",https://twitter.com/KapeciaResists/status/1260620510683107329,Fri Sep 30 21:32:41 +0000 2011,KapeciaResists,false,"Mother, Sister, Daughter, Thinker, Empathetic, animal lover, an afghan maker 🌊💃🏽☂️🕸️🦎🐍🍒",226347,39062,37772,17,,Essence of Lursa 🐾☂️🦎🌊,KapeciaResists,184489,,,false
,Thu May 28 06:24:52 +0000 2020,,,,0,1265891772657315840,mydogslife3,1265879739304009700,1158139914468262000,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@mydogslife3 @blair_h77418817 @NZStuff Looks like this one got mixed up.

""Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”""

Biden did call travel bans xenophobic and racist  but from 6 African countries, not about china.",https://twitter.com/FightLeft/status/1265891772657315840,Mon Mar 13 05:19:48 +0000 2017,FightLeft,false,"""Greater love hath no man than this, that a man lay down his life for his friends."" | John 15:13 |
Parler/Gab: @FightLeft",6163,324,562,8,Earth (for now),President Fighting Left Loonies,FightLeft,17755,,,false
,Tue May 05 16:34:18 +0000 2020,,,,11,1257710223046987776,MSNBC,1257701866600874000,2836421,en,,,5,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@MSNBC @chiniakak @MaddowBlog There's mourning in America. Today, more than 71,000 Americans have died from a deadly virus Donald Trump ignored. With the economy in shambles, more than 26 million Americans are out of work, the worst U.S. economy in decades. Trump bailed out Wall Street, but not Main Street.",https://twitter.com/DanielleBloeme/status/1257710223046987776,Mon Oct 24 20:20:00 +0000 2011,DanielleBloeme,false,"#Environment  #Resistance  #RemoveTrump  #TooFarLeft   #ClimateAction  #EarthIsOurHome  #Peace  #WorldCooperation  #UnityNotHate 
#WeAreInThisTogether  #Illini",155644,1620,1263,46,Illini Nation,"Danielle ""Preserve Democracy""",DanielleBloeme,99529,,,false
,Fri May 08 06:37:14 +0000 2020,,,,0,1258647126508105728,TheRickWilson,1258540838528798700,19084896,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@TheRickWilson “Trump bailed out Wall Street, but not Main Street.” 
The ad made a clear false claim, no “subjective” about it.  If you want to beat Trump, you can’t stoop to his level.",https://twitter.com/GlobalJG/status/1258647126508105728,Mon Mar 09 06:40:34 +0000 2009,GlobalJG,false,"Moderate American, Veteran, Husband, & Father discusses Media, Politics, & trivia. Hoping to to bridge the gap & find our common cause as citizens!",7260,66,84,3,"Fremont, CA",John G.,GlobalJG,4518,,,false
,Fri May 08 19:38:55 +0000 2020,,,https://reuters.com/news/picture/long-lines-at-food-banks-across-us-idUSRTX7EHU2,15,1258843843056635904,schwartzbCNBC,1258830534144376800,1340997858,en,,false,5,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@schwartzbCNBC @CNBC “The Politifact article says a line in the ad, ""Trump bailed out Wall Street, but not Main Street,"" is false.”

Really? 

How many Wall Street people lost their jobs?

How many billionaires can’t pay their rent?

How many bankers in food lines?
https://t.co/O2DImUWCfr",https://twitter.com/TheHndrx/status/1258843843056635904,Sat Jun 20 22:03:14 +0000 2009,TheHndrx,false,“Either America will destroy ignorance or ignorance will destroy the United States.”  ― W.E.B. DuBois,62620,479,2401,0,La La Land,HNDRX,TheHndrx,18554,,,false
,Fri May 08 04:54:55 +0000 2020,,,https://twitter.com/rumpfshaker/status/1258571629417897985,1,1258621380385476615,,,,en,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How is the claim that Trump bailed out Wall Street but not Main Street false? Last I checked, Main Street did reap the benefits of the tax cut nor are they the recipients of Covid19 federal aid. The fix is in. https://t.co/xZdvidcDl0",https://twitter.com/DrWinarick/status/1258621380385476615,Sat Nov 19 03:16:28 +0000 2016,DrWinarick,false,#NYS Clinical #Psychologist | #Psychodynamic-Integrative | Private Practice: #Psychotherapy & #Neuropsych | #Academic on Occasion | Tweets ≠ Professional Advice,206172,6713,961,14,Interpersonal Matrix ,"Daniel J. Winarick, Ph.D.",DrWinarick,159154,,http://www.psychologistsny.com,false
,Wed May 06 14:52:59 +0000 2020,,,https://twitter.com/girlsreallyrule/status/1257641541935529988,0,1258047112010444801,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A quote that says it all and ain't gonna help his re-election:  "".. .. Donald Trump bailed out Wall Street but not Main Street .. .."" https://t.co/2AXunzGaMZ",https://twitter.com/HospicePlanet/status/1258047112010444801,Tue Jul 10 20:15:23 +0000 2018,HospicePlanet,false,"Abrupt Climate Change  ""Now I am become death, the destroyer of worlds""",12302,109,132,0,,PlanetHospice,HospicePlanet,10719,,,false
,Thu May 07 14:00:53 +0000 2020,,,,0,1258396389215739910,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Barry Abrams
 · 
CONWAY REALLY HIT A NERVE
The Trump campaign statement says that the Lincoln Project ad ""falsely claims the coronavirus is 'a deadly virus Donald Trump ignored' and also takes issue with the PAC's claims that Trump ""bailed out Wall Street, but not main street.""",https://twitter.com/FrankGiarra/status/1258396389215739910,Sun Aug 14 12:24:10 +0000 2011,FrankGiarra,true,"Ridgefield Park, NJ High School
US Air Force radar technician
US Postal Service (retired)",33030,554,3113,3,"Hamilton, NJ",Frank Giarratano,FrankGiarra,21315,,,false
,Wed May 06 16:43:04 +0000 2020,Trump,,https://twitter.com/ProjectLincoln/status/1257264160213217285,1,1258074817233924106,,,,en,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“#Trump bailed out Wall Street, but not Main Street...” https://t.co/yL5zlXVzaN",https://twitter.com/HatsOfDefiance/status/1258074817233924106,Tue Jun 06 18:31:07 +0000 2017,HatsOfDefiance,false,"Doffing our caps and tilting our tiaras at all those fighting against the evils of inequality, racism, mendacious politicians and Brexit. #FBPE",8110,2166,1531,1,EU ,SmallHatsOfDefiance #FBPE #FBR,HatsOfDefiance,5760,,,false
,Mon May 04 21:36:43 +0000 2020,,,,20,1257423937249705986,ProjectLincoln,1257348720988913700,1205226529455632400,en,,,6,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ProjectLincoln @RubeBait “Trump bailed out Wall Street, but not Main Street “...",https://twitter.com/contactjules/status/1257423937249705986,Mon Dec 21 15:17:59 +0000 2009,contactjules,false,"It’s my opinion - deal with it. “Because right matters. Because right matters. And the truth matters. Otherwise we are lost.""",87562,6376,5432,4,,officialjules,contactjules,76648,,,false
,Tue May 05 23:07:13 +0000 2020,,,https://twitter.com/ProjectLincoln/status/1257264160213217285,0,1257809099812532225,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","“Trump bailed out Wall Street but not Main Street,” is a powerful line. https://t.co/g4Y1h1nzDz",https://twitter.com/danielle_binks/status/1257809099812532225,Thu Nov 18 08:06:03 +0000 2010,danielle_binks,false,Author • @Jacinta_DiMase agent • #TheYearTheMapsChanged & #TheMonsterOfHerAge with @HachetteKidsANZ • https://t.co/HJAiAD9vUm • she/her,261684,7375,1061,188,"Melbourne, Australia",Danielle Binks,danielle_binks,82769,,http://daniellebinks.com,true
